submit_id,user_name,code,problem,lang,verdict,contest_id
78758520,duttalakshay1498,"['#include<bits/stdc++.h>\r\nusing namespace std;\r\n\r\nmain()\r\n{\r\n\tdouble h,l;\r\n\tcin>>h>>l;\r\n\tdouble ans=((l*l)-(h*h))/(2*h);\r\n\tcout<<ans;\r\n}\r\n']",B - Water Lily,GNU C++11,WRONG_ANSWER,1199
78648837,jitto98,"['/* god is with you dont worry */\r\n#include <bits/stdc++.h>\r\nusing namespace std;\r\n#define ll long long\r\n#define mp make_pair\r\n#define pb push_back\r\n#define input() ios_base::sync_with_stdio(false);cin.tie(0);\r\nconst ll mod=1e9+7;\r\nvoid solve(){\r\n    int h,l;\r\n    cin>>h>>l;\r\n    ll a=l*l-h*h;\r\n    double b=a;\r\n    double d=2*h;\r\n    cout<<b/d;\r\n}\r\nint main(){\r\n    input();\r\n    /*int t;\r\n    cin>>t;\r\n    while(t--){\r\n        solve();\r\n    }*/\r\n    solve();\r\n    return 0;\r\n}']",B - Water Lily,GNU C++14,WRONG_ANSWER,1199
78626784,sourabhgol1999,"['#include<bits/stdc++.h>\r\n#define ll long long\r\nusing namespace std;\r\nint main(){\r\n\tll h, l;\r\n\tcin >> h >> l;\r\n \r\n\tdouble a = (l*l - h * h) / (2.0 * h);\r\n\t//cout << (l*l - h)  << "" "" << (2 * h) << endl; \r\n\tcout << setprecision(14) << a << endl;\r\n \r\n\treturn 0;\r\n}']",B - Water Lily,GNU C++17,OK,1199
78618392,gyan,"['#include <bits/stdc++.h>\r\n\r\nusing namespace std;\r\n\r\nint main()\r\n{\r\n    double H, L;\r\n    cin>>H>>L;\r\n    double ans = (L*L-H*H)/(2*H);\r\n    fixed(cout);\r\n    cout<<setprecision(13)<<ans;\r\n    return 0;\r\n}\r\n']",B - Water Lily,GNU C++14,OK,1199
78602405,fAhIm795FaYsal,"['#include<bits/stdc++.h>\r\n#define ll long long\r\n//#define for(i,a,n) for(i=a;i<n;i++)\r\n#define yes cout<<""YES""<<endl;\r\n#define no cout<<""NO""<<endl;\r\n#define pb push_back\r\nusing namespace std;\r\nint main()\r\n{\r\n\tfloat h,l;\r\n\tcin>>h>>l;\r\n\tprintf(""%.13f"",(l*l-h*h)/(2.0*h));\r\n}\r\n']",B - Water Lily,GNU C++14,OK,1199
78615653,dr123,"['#include<bits/stdc++.h>\r\n#define ll unsigned long long int\r\nusing namespace std;\r\nint main()\r\n{\r\n    ios_base::sync_with_stdio(false);\r\n    cin.tie(NULL);\r\n    ll h,l;\r\n    cin>>h>>l;\r\n    cout<<fixed<<setprecision(13)<<(pow(l,2)-pow(h,2))/((2*h));\r\n    return 0;\r\n\r\n}\r\n']",B - Water Lily,GNU C++14,OK,1199
78616648,huangtiehao,"['#include<bits/stdc++.h>\r\nusing namespace std;\r\n#define int long long\r\nint z[100005];\r\nsigned main()\r\n{\r\n\tios_base::sync_with_stdio(0), cin.tie(0), cout.tie(0);\r\n\tint n; cin >> n; int x, y; cin >> x >> y;\r\n\tfor (int i = 1; i <= n; ++i)\r\n\t{\r\n\t\tcin >> z[i];\r\n\t}\r\n\tfor (int i = 1; i <= n; ++i)\r\n\t{\r\n\t\tint fl = 0;\r\n\t\tfor (int j = i - x; j <=i+y; ++j)\r\n\t\t{\r\n\t\t\tif (j >= 1 && j <= n)\r\n\t\t\t{\r\n\t\t\t\tif (z[j] < z[i])\r\n\t\t\t\t{\r\n\t\t\t\t\tfl = 1;\r\n\t\t\t\t\tbreak;\r\n\t\t\t\t}\r\n\t\t\t}\r\n\t\t}\r\n\t\tif (fl == 0) { cout << i << endl; break; }\r\n\t}\r\n}']",A - City Day,GNU C++17,OK,1199
78618333,gyan,"['#include <bits/stdc++.h>\r\nusing namespace std;\r\n\r\nint main()\r\n{\r\n    int t;\r\n    cin>>t;\r\n    while(t--)\r\n    {\r\n        int n;\r\n        cin>>n;\r\n        vector<int> a(n);\r\n        for(auto &x: a)\r\n            cin>>x;\r\n        vector< vector<int> > pref(26, vector<int>(n+1));\r\n        for(int i = 0; i < n; ++i)\r\n        {\r\n            for(int j = 0; j < 26; ++j)\r\n                pref[j][i+1] = pref[j][i];\r\n            ++pref[a[i]-1][i+1];\r\n        }\r\n        int ans = 0;\r\n        for(int i = 0; i < 26; ++i)\r\n            ans = max(ans, pref[i][n-1]);\r\n\r\n        for(int l = 0; l < n; ++l)\r\n        {\r\n            for(int r = l; r < n; ++r)\r\n            {\r\n                int cnti = 0, cnto = 0;\r\n                for(int z = 0; z < 26; ++z)\r\n                {\r\n                    cnti = max(cnti, pref[z][r+1]-pref[z][l]);\r\n                    cnto = max(cnto, min(pref[z][l], pref[z][n]-pref[z][r+1])*2);\r\n                }\r\n                ans = max(ans, cnto+cnti);\r\n            }\r\n\r\n        }\r\n        cout<<ans<<""\\n"";\r\n    }\r\n    return 0;\r\n}\r\n']",B - Water Lily,GNU C++14,RUNTIME_ERROR,1199
78630605,harshit_shahi,"['#include<bits/stdc++.h>\r\nusing namespace std;\r\nint main(){\r\n\tios::sync_with_stdio(false);\r\n\tcin.tie(0);\r\n\tlong double a,b;\r\n\tcin>>a>>b;\r\n\tcout<<fixed<<setprecision(10)<<(b*b-a*a)/(2.0*a);\r\n}']",B - Water Lily,GNU C++17,OK,1199
78617229,huangtiehao,"['#include<bits/stdc++.h>\r\nusing namespace std;\r\n#define int long long\r\nint z[100005];\r\nsigned main()\r\n{\r\n    ios_base::sync_with_stdio(0), cin.tie(0), cout.tie(0);\r\n    double h, l; cin >> h >> l;\r\n    printf(""%f"", (l * l - h * h) / 2.0 / h);\r\n}']",B - Water Lily,GNU C++17,OK,1199
