contest_id,contest_link,contest_name
975,https://codeforces.com/contest/975/status,Codeforces Round #478 (Div. 2)
976,https://codeforces.com/contest/976/status,Educational Codeforces Round 43 (Rated for Div. 2)
977,https://codeforces.com/contest/977/status,Codeforces Round #479 (Div. 3)
978,https://codeforces.com/contest/978/status,Codeforces Round #481 (Div. 3)
979,https://codeforces.com/contest/979/status,Codeforces Round #482 (Div. 2)
980,https://codeforces.com/contest/980/status,Codeforces Round #480 (Div. 2)
982,https://codeforces.com/contest/982/status,Codeforces Round #484 (Div. 2)
984,https://codeforces.com/contest/984/status,"Codeforces Round #483 (Div. 2) [Thanks, Botan Investments and Victor Shaburov!]"
985,https://codeforces.com/contest/985/status,Educational Codeforces Round 44 (Rated for Div. 2)
987,https://codeforces.com/contest/987/status,Codeforces Round #485 (Div. 2)
988,https://codeforces.com/contest/988/status,Codeforces Round #486 (Div. 3)
989,https://codeforces.com/contest/989/status,Codeforces Round #487 (Div. 2)
990,https://codeforces.com/contest/990/status,Educational Codeforces Round 45 (Rated for Div. 2)
991,https://codeforces.com/contest/991/status,Codeforces Round #491 (Div. 2)
992,https://codeforces.com/contest/992/status,Codeforces Round #489 (Div. 2)
994,https://codeforces.com/contest/994/status,Codeforces Round #488 by NEAR (Div. 2)
996,https://codeforces.com/contest/996/status,"Codeforces Round #492 (Div. 2) [Thanks, uDebug!]"
998,https://codeforces.com/contest/998/status,Codeforces Round #493 (Div. 2)
999,https://codeforces.com/contest/999/status,Codeforces Round #490 (Div. 3)
787,https://codeforces.com/contest/787/status,Codeforces Round #406 (Div. 2)
789,https://codeforces.com/contest/789/status,Codeforces Round #407 (Div. 2)
794,https://codeforces.com/contest/794/status,"Tinkoff Challenge - Final Round (Codeforces Round #414, rated, Div. 1 + Div. 2)"
796,https://codeforces.com/contest/796/status,Codeforces Round #408 (Div. 2)
798,https://codeforces.com/contest/798/status,Codeforces Round #410 (Div. 2)
799,https://codeforces.com/contest/799/status,"Playrix Codescapes Cup (Codeforces Round #413, rated, Div. 1 + Div. 2)"
801,https://codeforces.com/contest/801/status,"Codeforces Round #409 (rated, Div. 2, based on VK Cup 2017 Round 2)"
805,https://codeforces.com/contest/805/status,Codeforces Round #411 (Div. 2)
807,https://codeforces.com/contest/807/status,"Codeforces Round #412 (rated, Div. 2, base on VK Cup 2017 Round 3)"
810,https://codeforces.com/contest/810/status,Codeforces Round #415 (Div. 2)
811,https://codeforces.com/contest/811/status,Codeforces Round #416 (Div. 2)
812,https://codeforces.com/contest/812/status,Codeforces Round #417 (Div. 2)
814,https://codeforces.com/contest/814/status,Codeforces Round #418 (Div. 2)
816,https://codeforces.com/contest/816/status,Codeforces Round #419 (Div. 2)
820,https://codeforces.com/contest/820/status,Codeforces Round #421 (Div. 2)
821,https://codeforces.com/contest/821/status,Codeforces Round #420 (Div. 2)
822,https://codeforces.com/contest/822/status,Codeforces Round #422 (Div. 2)
828,https://codeforces.com/contest/828/status,"Codeforces Round #423 (Div. 2, rated, based on VK Cup Finals)"
831,https://codeforces.com/contest/831/status,"Codeforces Round #424 (Div. 2, rated, based on VK Cup Finals)"
832,https://codeforces.com/contest/832/status,Codeforces Round #425 (Div. 2)
834,https://codeforces.com/contest/834/status,Codeforces Round #426 (Div. 2)
835,https://codeforces.com/contest/835/status,Codeforces Round #427 (Div. 2)
839,https://codeforces.com/contest/839/status,Codeforces Round #428 (Div. 2)
841,https://codeforces.com/contest/841/status,Codeforces Round #429 (Div. 2)
842,https://codeforces.com/contest/842/status,Codeforces Round #430 (Div. 2)
844,https://codeforces.com/contest/844/status,AIM Tech Round 4 (Div. 2)
849,https://codeforces.com/contest/849/status,Codeforces Round #431 (Div. 2)
851,https://codeforces.com/contest/851/status,"Codeforces Round #432 (Div. 2, based on IndiaHacks Final Round 2017)"
854,https://codeforces.com/contest/854/status,"Codeforces Round #433 (Div. 2, based on Olympiad of Metropolises)"
861,https://codeforces.com/contest/861/status,"Codeforces Round #434 (Div. 2, based on Technocup 2018 Elimination Round 1)"
862,https://codeforces.com/contest/862/status,Codeforces Round #435 (Div. 2)
864,https://codeforces.com/contest/864/status,Codeforces Round #436 (Div. 2)
867,https://codeforces.com/contest/867/status,"Codeforces Round #437 (Div. 2, based on MemSQL Start[c]UP 3.0 - Round 2)"
868,https://codeforces.com/contest/868/status,Codeforces Round #438 by Sberbank and Barcelona Bootcamp (Div. 1 + Div. 2 combined)
869,https://codeforces.com/contest/869/status,Codeforces Round #439 (Div. 2)
872,https://codeforces.com/contest/872/status,"Codeforces Round #440 (Div. 2, based on Technocup 2018 Elimination Round 2)"
876,https://codeforces.com/contest/876/status,"Codeforces Round #441 (Div. 2, by Moscow Team Olympiad)"
877,https://codeforces.com/contest/877/status,Codeforces Round #442 (Div. 2)
879,https://codeforces.com/contest/879/status,Codeforces Round #443 (Div. 2)
887,https://codeforces.com/contest/887/status,Codeforces Round #444 (Div. 2)
890,https://codeforces.com/contest/890/status,"Codeforces Round #445 (Div. 2, based on Technocup 2018 Elimination Round 3)"
892,https://codeforces.com/contest/892/status,Codeforces Round #446 (Div. 2)
676,https://codeforces.com/contest/676/status,Codeforces Round #354 (Div. 2)
677,https://codeforces.com/contest/677/status,Codeforces Round #355 (Div. 2)
680,https://codeforces.com/contest/680/status,Codeforces Round #356 (Div. 2)
681,https://codeforces.com/contest/681/status,Codeforces Round #357 (Div. 2)
682,https://codeforces.com/contest/682/status,Codeforces Round #358 (Div. 2)
686,https://codeforces.com/contest/686/status,Codeforces Round #359 (Div. 2)
688,https://codeforces.com/contest/688/status,Codeforces Round #360 (Div. 2)
689,https://codeforces.com/contest/689/status,Codeforces Round #361 (Div. 2)
697,https://codeforces.com/contest/697/status,Codeforces Round #362 (Div. 2)
699,https://codeforces.com/contest/699/status,Codeforces Round #363 (Div. 2)
701,https://codeforces.com/contest/701/status,Codeforces Round #364 (Div. 2)
703,https://codeforces.com/contest/703/status,Codeforces Round #365 (Div. 2)
705,https://codeforces.com/contest/705/status,Codeforces Round #366 (Div. 2)
706,https://codeforces.com/contest/706/status,Codeforces Round #367 (Div. 2)
707,https://codeforces.com/contest/707/status,Codeforces Round #368 (Div. 2)
709,https://codeforces.com/contest/709/status,AIM Tech Round 3 (Div. 2)
711,https://codeforces.com/contest/711/status,Codeforces Round #369 (Div. 2)
712,https://codeforces.com/contest/712/status,Codeforces Round #370 (Div. 2)
714,https://codeforces.com/contest/714/status,Codeforces Round #371 (Div. 2)
716,https://codeforces.com/contest/716/status,Codeforces Round #372 (Div. 2)
719,https://codeforces.com/contest/719/status,Codeforces Round #373 (Div. 2)
