submit_id,user_name,code,problem,lang,verdict,contest_id
62021097,F_nazim_P,"['#include<stdio.h>\r\n#include<string.h>\r\nint main()\r\n{\r\n    int ts,n,i,j,flag=0;\r\n    char s[110];\r\n    char t[110];\r\n    scanf(""%d"",&ts);\r\n    while(0<ts)\r\n    {\r\n        flag=0;\r\n        scanf(""%s"",s);\r\n        scanf(""%s"",t);\r\n        for(i=0; s[i]!=\'\\0\'; i++)\r\n        {\r\n            for(j=0; t[j]!=\'\\0\'; j++)\r\n            {\r\n                if(s[i]==t[j])\r\n                {\r\n                    flag=1;\r\n                }\r\n            }\r\n        }\r\n        if(flag==1)\r\n        {\r\n            printf(""YES\\n"");\r\n        }\r\n        else\r\n            printf(""NO\\n"");\r\n        ts--;\r\n    }\r\n    return 0;\r\n}\r\n']",B - Strings Equalization,GNU C11,OK,1241
