submit_id,user_name,code,problem,lang,verdict,contest_id
79785401,Siabus,"['#include<stdio.h>\r\nint main()\r\n{\r\n    int a,b,c,d,k,x,y,n;\r\n    scanf(""%d\\n"",&n);\r\n    while(n--)\r\n    {\r\n        scanf(""%d%d%d%d%d"",&a,&b,&c,&d,&k);\r\n        if(a%c==0)\r\n            x=a/c;\r\n        if(a%c!=0)\r\n        x=a/c+1;\r\n        if(b%d==0)\r\n            y=b/d;\r\n        if(b%d!=0)\r\n            y=b/d+1;\r\n        if((x+y)>k)\r\n            printf(""-1"");\r\n            if((x+y)<=k)\r\n            printf(""%d %d"",x , y);\r\n    }\r\n    return 0;\r\n}\r\n']",A - Pens and Pencils,GNU C11,WRONG_ANSWER,1244
